,timestamp,hashtags,tweets,replies,retweets,likes,username,location,friends,followers,verified,all_hashtags,all_hashtags_seg,tweets_prep,tweets_clean,label
1247,2020-09-30 21:04:40,war,"#Occupy: The #Ottoman #Sultan wants to finish the #Armenian #Genocide.

Full-Blown #War In #Caucuses Rising.
#Turkey Vows To Help #Azerbaijan Take Back ""Occupied"" Lands:

via Zero Hedge",,4.0,4.0,OccupySchagen,Schagen The Netherlands,"7,006","9,103",0,Occupy Ottoman Sultan Armenian Genocide War Caucuses Turkey Azerbaijan,occupy ottoman sultan armenian genocide war caucuses turkey azerbaijan,": The   wants to finish the  .Full-Blown  In  Rising. Vows To Help  Take Back ""Occupied"" Lands:via Zero Hedge", The   wants to finish the  FullBlown  In  Rising Vows To Help  Take Back Occupied Landsvia Zero Hedge,Azerbaijan_Armenia
1251,2020-09-30 20:32:27,war,"Turkey is recruiting, paying, and transporting #Islamic fundamentalist mercenaries from Northern Syria to Azerbaijan.

#artsakh #Azerbaijan #armenia #ArtsakhStrong #aliey #erdogan #war 
@guardian @BBCWorld #turkey @nytimes @SZ @derspiegel @welt @sdp @fdp @cducsubt @Markus_Soeder",,1.0,3.0,TatevikAm,Deutschland,118,36,0,Islamic artsakh Azerbaijan armenia ArtsakhStrong aliey erdogan war turkey,islamic artsakh azerbaijan armenia artsakh strong a lie y erdogan war turkey,"Turkey is recruiting, paying, and transporting  fundamentalist mercenaries from Northern Syria to Azerbaijan.                 ",Turkey is recruiting paying and transporting  fundamentalist mercenaries from Northern Syria to Azerbaijan                 ,Azerbaijan_Armenia
1252,2020-09-30 20:29:47,war,"This is not only a war waged against #Armenia and #Artsakh, but a war against the entire civilized #world.

#artsakh #Azerbaijan #armenia #ArtsakhStrong #aliey #erdogan #war 
@guardian @BBCWorld @nytimes @SZ @derspiegel @welt @sdp @fdp @cducsubt @Markus_Soeder",,,,TatevikAm,Deutschland,118,36,0,Armenia Artsakh world artsakh Azerbaijan armenia ArtsakhStrong aliey erdogan war,armenia artsakh world artsakh azerbaijan armenia artsakh strong a lie y erdogan war,"This is not only a war waged against  and , but a war against the entire civilized .                ",This is not only a war waged against  and  but a war against the entire civilized                 ,Azerbaijan_Armenia
1258,2020-09-30 19:21:33,war,"The #war continues. Each one of us is a #soldier in this struggle. 

#Հաղթելուենք #Artsakh #ArtsakhStrong 
#NagornoKarabakh #StopAzerbaijaniAgression #StopAliyev",,1.0,,Arm_Diaspora,"Yerevan, Armenia",148,790,0,war soldier Հաղթելուենք Artsakh ArtsakhStrong NagornoKarabakh StopAzerbaijaniAgression StopAliyev,war soldier artsakh artsakh strong nagorno karabakh stop azerbaijani agression stop aliyev,The  continues. Each one of us is a  in this struggle.      ,The  continues Each one of us is a  in this struggle      ,Azerbaijan_Armenia
1267,2020-09-30 18:43:00,war,"30.09.2020

#ArtsakhStrong #StopAzerbaijaniAggression #DefendArmenia #StopAliyev #StopErdogan #StopTurkey #DefendArtsakh #forVictory #HepimizErmeniyiz #SavasaHayir #ՀԱՂԹԵԼՈՒԵՆՔ #ՀԱՂԹԵԼԵՆՔ #Armenia  #ArtsakhStrong #Artsakh  #NagornoKarabakh 
#War",,,3.0,ArmenAslanyan89,France,342,341,0,ArtsakhStrong StopAzerbaijaniAggression DefendArmenia StopAliyev StopErdogan StopTurkey DefendArtsakh forVictory HepimizErmeniyiz SavasaHayir ՀԱՂԹԵԼՈՒԵՆՔ ՀԱՂԹԵԼԵՆՔ Armenia ArtsakhStrong Artsakh NagornoKarabakh War,artsakh strong stop azerbaijani aggression defend armenia stop aliyev stop erdogan stop turkey defend artsakh for victory hep imizermeniyizsavasahayir armenia artsakh strong artsakh nagorno karabakh war,..                  ,                  ,Azerbaijan_Armenia
1275,2020-09-30 17:50:17,war,#armenia #war #azernaijan #conflict #karabakh,,,,surenart,"Los Angeles, CA",193,406,0,armenia war azernaijan conflict karabakh,armenia wa razer nai jan conflict karabakh,    ,    ,Azerbaijan_Armenia
1276,2020-09-30 17:50:06,war,"Azerbaijão atacando posições estratégicas da Armênia em Karabakh.

30/09/20

Vídeo divulgado pelo Azerbaijão.

#Azerbaijani #Armenia #Guerra #war #Missiles #Karabakhwar #NEWS",,1.0,2.0,CanalApocalipt1,"Jesuítas, Brasil",3,120,0,Azerbaijani Armenia Guerra war Missiles Karabakhwar NEWS,azerbaijani armenia guerra war missiles karabakh war news,Azerbaijão atacando posições estratégicas da Armênia em Karabakh.//Vídeo divulgado pelo Azerbaijão.      ,Azerbaijão atacando posições estratégicas da Armênia em KarabakhVídeo divulgado pelo Azerbaijão      ,Azerbaijan_Armenia
1277,2020-09-30 17:48:41,war,#armenia #azerbaijan #conflict #karabakh #war,,,,surenart,"Los Angeles, CA",193,406,0,armenia azerbaijan conflict karabakh war,armenia azerbaijan conflict karabakh war,    ,    ,Azerbaijan_Armenia
1282,2020-09-30 17:23:01,war,"Battlefield in Nagorno-Karabakh, Fierce clashes between Azerbaijan and A... https://youtu.be/BiH9tbYcgYk via @YouTube 
#NagornoKarabakh#Azerbaijan #Army #Artillery #Armenia #NagornoKarabakh #War",,,,TetovaOnline,,499,37,0,NagornoKarabakh Azerbaijan Army Artillery Armenia NagornoKarabakh War,nagorno karabakh azerbaijan army artillery armenia nagorno karabakh war,"Battlefield in Nagorno-Karabakh, Fierce clashes between Azerbaijan and A...  via       ",Battlefield in NagornoKarabakh Fierce clashes between Azerbaijan and A  via       ,Azerbaijan_Armenia
1283,2020-09-30 17:08:06,war,4-வது நாளாக நீடிக்கும் ஆர்மீனியா- அஜர்பைஜான் யுத்தம்: 3-வது உலகப் போர் தொடங்குகிறதோ?  https://tamil.oneindia.com/news/international/armenia-azerbaijan-war-contiunes-for-4th-day-world-war-iii-starts-399182.html… #war #Armenia #Azerbaijan,4.0,6.0,20.0,thatsTamil,India,28,476.1K,1,war Armenia Azerbaijan,war armenia azerbaijan,-வது நாளாக நீடிக்கும் ஆர்மீனியா- அஜர்பைஜான் யுத்தம்: -வது உலகப் போர் தொடங்குகிறதோ?  …   ,வது நாளாக நீடிக்கும் ஆர்மீனியா அஜர்பைஜான் யுத்தம் வது உலகப் போர் தொடங்குகிறதோ  …   ,Azerbaijan_Armenia
1284,2020-09-30 16:53:14,war,"""We didn't know that we are going to fight""- #syrian hired soldier told #BBCArabic journalist how and why they appeared in #Azerbaijan. 

#Armenia #Artsakh #NagornoKarabakh #war #Peace #OSCE #ՀԱՂԹԵԼՈՒԵՆՔ #armeniastrong",,,1.0,Srbuhi39960518,France,57,33,0,syrian BBCArabic Azerbaijan Armenia Artsakh NagornoKarabakh war Peace OSCE ՀԱՂԹԵԼՈՒԵՆՔ armeniastrong,syrian bbc arabic azerbaijan armenia artsakh nagorno karabakh war peace osce armenia strong,"""We didn't know that we are going to fight""-  hired soldier told  journalist how and why they appeared in .        ",We didnt know that we are going to fight  hired soldier told  journalist how and why they appeared in         ,Azerbaijan_Armenia
1287,2020-09-30 16:24:10,war,"Armenia-Azerbaijan conflict: Azerbaijan president vows to fight on via @BBCNews 
https://bbc.com/news/world-europe-54356334…
#Armenia #Azerbaijan #Russia #Turkey #NATO #war #conflict #violence #destruction #humanity #civilians #politics #diplomacy #RegionalSecurity #UN #EU",1.0,,1.0,ChuckDalldorf,,"4,534","4,331",0,Armenia Azerbaijan Russia Turkey NATO war conflict violence destruction humanity civilians politics diplomacy RegionalSecurity UN EU,armenia azerbaijan russia turkey nato war conflict violence destruction humanity civilians politics diplomacy regional security un eu,Armenia-Azerbaijan conflict: Azerbaijan president vows to fight on via  …               ,ArmeniaAzerbaijan conflict Azerbaijan president vows to fight on via  …               ,Azerbaijan_Armenia
1288,2020-09-30 16:20:33,war,"Armenia appears to be using of military equipments mackets, and Azerbaijan has targeted them because of the poor quality of the images sent from the electro-optical systems of its drones.

This is a Serbian tactic.
#Armenia #Azerbaijan #war #drone #drones #world #Serbia",,,3.0,TOW_Launcher,,54,38,0,Armenia Azerbaijan war drone drones world Serbia,armenia azerbaijan war drone drones world serbia,"Armenia appears to be using of military equipments mackets, and Azerbaijan has targeted them because of the poor quality of the images sent from the electro-optical systems of its drones.This is a Serbian tactic.      ",Armenia appears to be using of military equipments mackets and Azerbaijan has targeted them because of the poor quality of the images sent from the electrooptical systems of its dronesThis is a Serbian tactic      ,Azerbaijan_Armenia
1289,2020-09-30 16:19:11,war,"#News from the EIR #Daily #Alert: #Conflict in #NagornoKarabakh Has the Potential To Blow Up into a Bigger #War. 
#Armenia #ArtsakhStrong #Armenian #Azerbaijan #StopAliev #StopErdogan #StopTurkishAggression #Azerbaijani #peace 

Sept. 29, 2020 (EIRNS)— https://larouchepub.com/pr/2020/20200929_conflict.html…",,3.0,1.0,Eusebius64,"California, USA",816,591,0,News Daily Alert Conflict NagornoKarabakh War Armenia ArtsakhStrong Armenian Azerbaijan StopAliev StopErdogan StopTurkishAggression Azerbaijani peace,news daily alert conflict nagorno karabakh war armenia artsakh strong armenian azerbaijan stop aliev stop erdogan stop turkish aggression azerbaijani peace," from the EIR  :  in  Has the Potential To Blow Up into a Bigger .          Sept. ,  (EIRNS)— …", from the EIR    in  Has the Potential To Blow Up into a Bigger           Sept   EIRNS— …,Azerbaijan_Armenia
1290,2020-09-30 16:09:54,war,"As the war rages on between Armenia and Azerbaijan , Here are the latest updates for comparison
Armenia seems to be holding despite facing huge offense. 
#armenia #Azerbaijan #ArmeniaVSAzerbaijan #war #armenian #Azeri #syria #turkey #pakistan #India",2.0,,3.0,DefenceReach,,0,182,0,armenia Azerbaijan ArmeniaVSAzerbaijan war armenian Azeri syria turkey pakistan India,armenia azerbaijan armenia vs azerbaijan war armenian azeri syria turkey pakistan india,"As the war rages on between Armenia and Azerbaijan , Here are the latest updates for comparisonArmenia seems to be holding despite facing huge offense.          ",As the war rages on between Armenia and Azerbaijan  Here are the latest updates for comparisonArmenia seems to be holding despite facing huge offense          ,Azerbaijan_Armenia
1292,2020-09-30 16:00:25,war,#ForVictory #Armenia #ArtsakhStrong #ArtsakhIsArmenia #AzeriAggression #TurkeyAggression #Azeribaijan #Turkey #Europe #conflict #war #politics #NagornoKarabakh,,,2.0,wcw777,"United Kingdom
Scotland",700,348,0,ForVictory Armenia ArtsakhStrong ArtsakhIsArmenia AzeriAggression TurkeyAggression Azeribaijan Turkey Europe conflict war politics NagornoKarabakh,for victory armenia artsakh strong artsakh is armenia azeri aggression turkey aggression azeri bai jan turkey europe conflict war politics nagorno karabakh,            ,            ,Azerbaijan_Armenia
1294,2020-09-30 15:57:38,war,"""We didn't know that we are going to fight""- @Syrian hired soldier told @BBCArabic journalist how and why they appeared in @Azerbaijan. 
https://bbc.com/arabic/middleeast-54346711…

#Armenia #Artsakh #NagornoKarabakh #war #Peace #OSCE #ՀԱՂԹԵԼՈՒԵՆՔ #Armeniastrong",,1.0,1.0,ghazaryan_tatul,Yerevan,88,32,0,Armenia Artsakh NagornoKarabakh war Peace OSCE ՀԱՂԹԵԼՈՒԵՆՔ Armeniastrong,armenia artsakh nagorno karabakh war peace osce armenia strong,"""We didn't know that we are going to fight""-  hired soldier told  journalist how and why they appeared in . …       ",We didnt know that we are going to fight  hired soldier told  journalist how and why they appeared in  …       ,Azerbaijan_Armenia
1295,2020-09-30 15:48:25,war,"A very great overview of the current #NagornoKarabakh #war done by @ArmComedy ! 

Very informative satirical peace! Make sure to have a look! 

#NKpeace #StopAzerbaijaniAggresion",,,,EngThemis,Estonia,8,3,0,NagornoKarabakh war NKpeace StopAzerbaijaniAggresion,nagorno karabakh warn k peace stop azerbaijani aggres ion,A very great overview of the current   done by  ! Very informative satirical peace! Make sure to have a look!  ,A very great overview of the current   done by   Very informative satirical peace Make sure to have a look  ,Azerbaijan_Armenia
1296,2020-09-30 15:45:03,war,Eine kleine Nation kämpft gegen aserbaidschanisch-türkisch-pakistanische Armee und Söldner aus Syrienkonflik für das Existenzrecht. #Artsakh #ArtsakhStrong #Armenien #hodencovid #Peace #Azerbaycan #war #Erdogan #Aliyev,,,,TatevikAm,Deutschland,118,36,0,Artsakh ArtsakhStrong Armenien hodencovid Peace Azerbaycan war Erdogan Aliyev,artsakh artsakh strong armenien hode nc ovid peace azerbaycan war erdogan aliyev,Eine kleine Nation kämpft gegen aserbaidschanisch-türkisch-pakistanische Armee und Söldner aus Syrienkonflik für das Existenzrecht.         ,Eine kleine Nation kämpft gegen aserbaidschanischtürkischpakistanische Armee und Söldner aus Syrienkonflik für das Existenzrecht         ,Azerbaijan_Armenia
1299,2020-09-30 15:24:33,war,"#War in #Armenia as initiated by #Azerbaijan and #Turkey is an existential #threat to #democracy.
Tolerating aggression and not voicing the truth always creates massive problems.
so #stopazerbaijaniaggression #stopaliyev #stoperdogan #stopturkey, and stand for the truth",,,,Gaia56534895,,79,26,0,War Armenia Azerbaijan Turkey threat democracy stopazerbaijaniaggression stopaliyev stoperdogan stopturkey,war armenia azerbaijan turkey threat democracy stop azerbaijani aggression stop aliyev stop erdogan stop turkey," in  as initiated by  and  is an existential  to .Tolerating aggression and not voicing the truth always creates massive problems.so    , and stand for the truth", in  as initiated by  and  is an existential  to Tolerating aggression and not voicing the truth always creates massive problemsso     and stand for the truth,Azerbaijan_Armenia
1301,2020-09-30 15:04:04,war,"The enemy attacked Armenian villages, 3 civilians were killed, many are injured during the bombing.

#armenia #artsakh #War

Քիչ առաջ թշնամու ռազմական ինքնաթիռը ռբակոծել է Մարտակերտ քաղաքը, որի հետևանքով երեք խաղաղ բնակիչ է զոհվել, կան նաև վիրավորներ:",,,,NariNersisyan,,37,24,0,armenia artsakh War,armenia artsakh war,"The enemy attacked Armenian villages,  civilians were killed, many are injured during the bombing.  Քիչ առաջ թշնամու ռազմական ինքնաթիռը ռբակոծել է Մարտակերտ քաղաքը, որի հետևանքով երեք խաղաղ բնակիչ է զոհվել, կան նաև վիրավորներ:",The enemy attacked Armenian villages  civilians were killed many are injured during the bombing  Քիչ առաջ թշնամու ռազմական ինքնաթիռը ռբակոծել է Մարտակերտ քաղաքը որի հետևանքով երեք խաղաղ բնակիչ է զոհվել կան նաև վիրավորներ,Azerbaijan_Armenia
